Num,config,Num_Fe,a1,a2,a3,a4,a5,a6,a7,a8,a9,Etot_htr,dEform_eV,Emca_meV,Damp  # 0:Fe 1:Co
462,FFFCCFFCF,6,0,0,0,1,1,0,0,1,0,-12919.8986215116,-0.011368,-0.9865,0.0133896462
463,FFFCCFFFC,6,0,0,0,1,1,0,0,0,1,-12919.9010879695,-0.013835,-0.3271,0.0114132441
464,FFFCCFFFF,7,0,0,0,1,1,0,0,0,0,-12799.2236184085,-0.007803,0.5901,0.0043943244
465,FFFCFCCCC,4,0,0,0,1,0,1,1,1,1,-13161.2415082726,-0.011380,0.3173,0.0092912217
466,FFFCFCCCF,5,0,0,0,1,0,1,1,1,0,-13040.5730594978,-0.014369,0.5391,0.0081950733
467,FFFCFCCFC,5,0,0,0,1,0,1,1,0,1,-13040.5774629663,-0.018772,-0.2825,0.0095370142
468,FFFCFCCFF,6,0,0,0,1,0,1,1,0,0,-12919.8999264993,-0.012673,0.3002,0.0066079168
469,FFFCFCFCC,5,0,0,0,1,0,1,0,1,1,-13040.5769355990,-0.018245,-0.6383,0.0069886930
470,FFFCFCFCF,6,0,0,0,1,0,1,0,1,0,-12919.9070850685,-0.019832,-0.4855,0.0126826897
471,FFFCFCFFC,6,0,0,0,1,0,1,0,0,1,-12919.9097244742,-0.022471,-0.3731,0.0133408977
472,FFFCFCFFF,7,0,0,0,1,0,1,0,0,0,-12799.2318608388,-0.016045,0.4305,0.0072791894
473,FFFCFFCCC,5,0,0,0,1,0,0,1,1,1,-13040.5700334713,-0.011343,-0.3037,0.0099604802
474,FFFCFFCCF,6,0,0,0,1,0,0,1,1,0,-12919.9017558601,-0.014503,-0.0671,0.0109499778
475,FFFCFFCFC,6,0,0,0,1,0,0,1,0,1,-12919.9098997972,-0.022647,0.0536,0.0111115524
476,FFFCFFCFF,7,0,0,0,1,0,0,1,0,0,-12799.2296113615,-0.013796,0.2988,0.0118033866
477,FFFCFFFCC,6,0,0,0,1,0,0,0,1,1,-12919.9002471352,-0.012994,-0.3544,0.0136067136
478,FFFCFFFCF,7,0,0,0,1,0,0,0,1,0,-12799.2296997836,-0.013884,-0.2127,0.0244527633
479,FFFCFFFFC,7,0,0,0,1,0,0,0,0,1,-12799.2313545124,-0.015539,0.3497,0.0118517782
480,FFFCFFFFF,8,0,0,0,1,0,0,0,0,0,-12678.5536039637,-0.009226,0.9123,0.0062284846
481,FFFFCCCCC,4,0,0,0,0,1,1,1,1,1,-13161.2349771520,-0.004849,1.1034,0.0054062709
482,FFFFCCCCF,5,0,0,0,0,1,1,1,1,0,-13040.5664140793,-0.007724,1.5124,0.0053646586
483,FFFFCCCFC,5,0,0,0,0,1,1,1,0,1,-13040.5703286120,-0.011638,0.5199,0.0100146064
484,FFFFCCCFF,6,0,0,0,0,1,1,1,0,0,-12919.8931781636,-0.005925,1.5416,0.0020987588
485,FFFFCCFCC,5,0,0,0,0,1,1,0,1,1,-13040.5678304328,-0.009140,-0.7520,0.0034985314
486,FFFFCCFCF,6,0,0,0,0,1,1,0,1,0,-12919.8988872469,-0.011634,0.3028,0.0052380967
487,FFFFCCFFC,6,0,0,0,0,1,1,0,0,1,-12919.9015981992,-0.014345,-0.0769,0.0046697013
488,FFFFCCFFF,7,0,0,0,0,1,1,0,0,0,-12799.2237189543,-0.007903,0.6979,0.0048776967
489,FFFFCFCCC,5,0,0,0,0,1,0,1,1,1,-13040.5694397714,-0.010749,0.2589,0.0063495232
490,FFFFCFCCF,6,0,0,0,0,1,0,1,1,0,-12919.9017001426,-0.014447,0.1151,0.0063472854
491,FFFFCFCFC,6,0,0,0,0,1,0,1,0,1,-12919.9097737828,-0.022521,0.0378,0.0065856245
492,FFFFCFCFF,7,0,0,0,0,1,0,1,0,0,-12799.2291635963,-0.013348,0.6858,0.0061492579
493,FFFFCFFCC,6,0,0,0,0,1,0,0,1,1,-12919.8991115706,-0.011858,-0.3319,0.0047493989
494,FFFFCFFCF,7,0,0,0,0,1,0,0,1,0,-12799.2285643571,-0.012749,-0.1697,0.0183245819
495,FFFFCFFFC,7,0,0,0,0,1,0,0,0,1,-12799.2312128352,-0.015397,0.3909,0.0072879198
496,FFFFCFFFF,8,0,0,0,0,1,0,0,0,0,-12678.5529945604,-0.008616,0.9480,0.0021229991
497,FFFFFCCCC,5,0,0,0,0,0,1,1,1,1,-13040.5624756274,-0.003785,0.8181,0.0048018427
498,FFFFFCCCF,6,0,0,0,0,0,1,1,1,0,-12919.8949287591,-0.007676,0.9728,0.0020642473
499,FFFFFCCFC,6,0,0,0,0,0,1,1,0,1,-12919.8997804864,-0.012527,-0.0728,0.0062483695
500,FFFFFCCFF,7,0,0,0,0,0,1,1,0,0,-12799.2214343148,-0.005618,0.8232,0.0060280309
501,FFFFFCFCC,6,0,0,0,0,0,1,0,1,1,-12919.8985106569,-0.011257,-0.1532,0.0052952960
502,FFFFFCFCF,7,0,0,0,0,0,1,0,1,0,-12799.2292062640,-0.013390,0.2164,0.0152109822
503,FFFFFCFFC,7,0,0,0,0,0,1,0,0,1,-12799.2319734637,-0.016158,0.2367,0.0090110690
504,FFFFFCFFF,8,0,0,0,0,0,1,0,0,0,-12678.5538592274,-0.009481,0.9121,0.0086133642
505,FFFFFFCCC,6,0,0,0,0,0,0,1,1,1,-12919.8907604537,-0.003507,-0.3340,0.0031677534
506,FFFFFFCCF,7,0,0,0,0,0,0,1,1,0,-12799.2226353797,-0.006820,0.0615,0.0116989246
507,FFFFFFCFC,7,0,0,0,0,0,0,1,0,1,-12799.2309297317,-0.015114,0.3712,0.0049556311
508,FFFFFFCFF,8,0,0,0,0,0,0,1,0,0,-12678.5505649019,-0.006186,0.6820,0.0190571578
509,FFFFFFFCC,7,0,0,0,0,0,0,0,1,1,-12799.2203411053,-0.004525,0.0003,0.0043972268
510,FFFFFFFCF,8,0,0,0,0,0,0,0,1,0,-12678.5498807922,-0.005502,-0.1638,0.0233304028
511,FFFFFFFFC,8,0,0,0,0,0,0,0,0,1,-12678.5501927943,-0.005814,0.3778,0.0302690511
512,FFFFFFFFF,9,0,0,0,0,0,0,0,0,0,-12557.8729411000,0.000000,1.7814,0.0005323493
